product_category_id,product_category,products
1163,Gummy Candies,"[
  16495517,
  16950333,
  18374241,
  18374239,
  20679238,
  20051187,
  250962,
  19125829,
  19125717,
  21127488,
  19022992,
  19193195,
  78628,
  2259098,
  19125803,
  1961396,
  19023189
]"
277,Vegetable Juice,"[
  2617696,
  3320802,
  3295078
]"
1748,Diaper Rash Creams,"[
  83644,
  68809
]"
959,Boxed Grain Meal & Sides,"[
  2780442,
  283900,
  38239,
  196485,
  229680,
  20041662,
  76737,
  21625827,
  21404121,
  20520820,
  446089,
  19275819,
  21542147,
  2681174,
  18320522,
  21026435,
  2680946,
  1959354,
  21170444,
  19869375,
  1958532,
  125274,
  24372,
  141689,
  38378,
  76752,
  76758,
  19247194,
  21625834,
  141669,
  19634189,
  19755808,
  38516,
  18025683,
  125270,
  19828992,
  20003693,
  17292654,
  338028,
  3363895,
  20003392,
  76744,
  24380,
  16409651,
  34134,
  38483,
  76728,
  38326,
  19876290,
  19869363,
  18127889,
  76740,
  76721,
  3363894,
  125234,
  76724,
  16981696,
  38002,
  3160606,
  338030,
  125232,
  19246474,
  150051,
  16534822
]"
1240,Dry Soup Kits,"[
  20776347,
  38401
]"
3567,Whole Grain Bread,"[
  19650004,
  17568634,
  141887,
  412383,
  120852,
  158995,
  2576749,
  250043,
  103022,
  28448
]"
88,Single Barrel Bourbon,"[
  534154,
  45619,
  3057037
]"
901,Avocado Oil,"[
  19211892,
  83188,
  21226230
]"
3574,Ciabatta Bread,"[
  146066
]"
1855,Filet of Sirloin,"[
  18385517
]"
1045,Mustard,"[
  2784332,
  74737,
  17710323,
  3258595
]"
1374,Drain & Septic Care,"[
  55574,
  16408426,
  19139608,
  16408058,
  70644
]"
2468,Non-Dairy Spreads,"[
  19840909,
  22041800,
  21818596
]"
2497,Hair Masks,"[
  17988208
]"
3153,Red Beans,"[
  1854954
]"
1127,Risotto,"[
  19075944
]"
1453,Cat Treats,"[
  20678665,
  468808,
  20679107,
  19233890,
  19134640,
  16883927,
  21060005,
  21171765,
  20679169,
  21139663,
  20679165,
  1227337,
  20129533,
  20164889,
  20679161,
  19622987,
  21068562,
  3344741,
  20112414,
  17814129,
  3344743,
  19125823,
  16883932,
  16884040,
  21059996,
  16884042,
  19134556,
  21171743,
  21129515,
  1208770,
  19170475,
  1209670,
  1209498,
  21032908
]"
939,Spices,"[
  3310331,
  3310234,
  2006358,
  303955,
  3315882,
  16408814,
  222109,
  17324903,
  303493,
  349223,
  20177771,
  17559246,
  1354624,
  18437232,
  1390226,
  1390228,
  303495,
  3310223,
  18738573,
  41708,
  17167178,
  21400075,
  303951,
  73143,
  303424,
  387127,
  445080,
  41174,
  17559245,
  258024,
  41222,
  438952,
  186119,
  319996,
  288433,
  54806,
  1390237,
  18829568,
  72634,
  292015,
  285399,
  303950,
  222010,
  21220661,
  303952,
  438280,
  258023,
  41408,
  19773722,
  1390236,
  1838727,
  3220385,
  3218576,
  303497
]"
1192,Rice Cakes,"[
  17270618,
  3277495,
  19513860,
  42907,
  19323170,
  87367
]"
1172,Grain-Free Tortilla Chips,"[
  20988283
]"
1048,Aioli,"[
  18263248
]"
2237,Mizuna,"[
  20184196
]"
247,Instant Coffee,"[
  1392416,
  3255130,
  3415799,
  70894,
  20007426,
  17746386,
  70902,
  3347251,
  17746385,
  20997577,
  16367151,
  16408114,
  153675,
  20997583
]"
1894,Sliced Bacon,"[
  16975138,
  16465170,
  3318848,
  44089,
  3076049,
  73368,
  251151,
  252474,
  16532453,
  3318844,
  18384296,
  1644872,
  98117,
  19258258,
  73352,
  19219576,
  17727944,
  2714432,
  18495111,
  18541330,
  251108,
  19748687,
  2758635,
  18360226,
  86770,
  19079402,
  2805410,
  73371,
  3318850,
  16927601
]"
2487,Facial Wipes,"[
  39225,
  44460,
  133557,
  133627,
  16408503,
  18304572,
  2643434,
  3396990,
  20748097,
  18794470,
  90311
]"
1071,Noodles,"[
  21175823
]"
2126,Other Sausage,"[
  18559567,
  16786679,
  16787734,
  21395429,
  20849671,
  143635,
  89280,
  1472513,
  19977314,
  20028182,
  3410532,
  3410536,
  89281,
  2635689,
  18206621,
  2675478,
  18443322
]"
4351,Vitamin E Supplements,"[
  423657,
  173730,
  174259,
  179870,
  1606877
]"
4352,Vitamin K Supplements,"[
  1606878,
  263607
]"
3200,Gruyère,"[
  185678,
  33725
]"
1528,Nail Files,"[
  18508519
]"
1369,Dishwasher Dish Rinse,"[
  3137968
]"
622,Salad Kits,"[
  2213735,
  2213734,
  338615,
  2659511,
  17626165,
  19684054,
  16638923,
  18844715,
  18239630,
  33817,
  18239508,
  9672,
  17169286,
  19876661,
  20475346,
  16325198,
  19398170,
  19211248,
  19221143,
  2659504,
  19876670,
  20671377,
  18663966,
  18541263,
  19218535,
  3083812,
  90969,
  17169292,
  54341,
  84777
]"
41,Hard Apple Cider,"[
  321797
]"
3321,Other Pickled Goods,"[
  20542986
]"
3161,Dried Seeds,"[
  3220441,
  19262962
]"
3406,Auto Performance,"[
  16879533
]"
2039,Salmon Fillets,"[
  18207331,
  20339232,
  17951881
]"
1566,Permanent Hair Color,"[
  20650958,
  19356912,
  19621340,
  3397158,
  18792837,
  3186879,
  16509751,
  17592136,
  16313816,
  19363549,
  20680097,
  16970994,
  16525601,
  16934968,
  16509860,
  2467253,
  17592135,
  217927,
  19696557,
  19359243,
  16509758,
  16313812,
  16510279,
  20680098,
  21101079
]"
375,Dragonfruit,"[
  21763643
]"
828,Italian Sausage,"[
  1157194,
  16236708,
  290952,
  3064803,
  2616268,
  16787665,
  3093784,
  267127,
  49637,
  18559540,
  1976361,
  89278,
  1228657,
  291048
]"
2416,Prepared Pork delete,"[
  90908
]"
3193,Cheddar,"[
  21141344,
  72172,
  19573657,
  3142187,
  2567550,
  17088055,
  19553053,
  39602,
  77157,
  16745908,
  16749555,
  83266,
  2632096,
  71813,
  16706906,
  17447170,
  16408614,
  19558541,
  100149,
  77156,
  3131889,
  85409,
  19650774,
  57708,
  269595,
  16652073,
  56735,
  72153,
  19481422,
  3211136,
  19573158,
  20701747,
  17088053,
  21732840,
  3134440,
  20679454,
  19841712,
  17005889,
  18545910,
  19845695,
  2651236,
  18548066,
  2819022,
  2756110,
  2651793,
  132034,
  508980,
  2802789,
  77153,
  16657768,
  3235834,
  2802212,
  17012199,
  21141348,
  16995704,
  19976660,
  17314116,
  16598412,
  16997315,
  46621,
  19573597,
  56646,
  77158,
  3308776,
  129102,
  19427734,
  15473,
  85434,
  21430174,
  3235874,
  149760,
  2819023,
  17313654,
  19841026,
  21156236,
  36562
]"
3601,Peanut Butter Cookies,"[
  2909516,
  18839101,
  18632580,
  141731,
  102369
]"
3192,Parmesan,"[
  19845697,
  372346,
  20031169,
  19550173,
  20025353,
  1757542,
  18076871,
  2648260,
  505778,
  248999
]"
1019,Canned Whole Tomatoes,"[
  229725
]"
4343,Anti Itch Ointment,"[
  20750526,
  2679936,
  20162740,
  21886431,
  17308218,
  20583589
]"
897,Icing,"[
  16320614,
  2888324
]"
1866,Strip Steak,"[
  19311062,
  18385532,
  2572976,
  18385663,
  19706738,
  18425188
]"
1487,Foundation,"[
  2768295,
  2643406,
  18006610,
  2643190
]"
553,Pre-Cut Fresh Vegetables,"[
  20164672,
  2763663,
  19841238,
  3243696
]"
1138,Enchilada Sauces,"[
  56671,
  35172,
  3240905,
  191427,
  19914830
]"
10,Indian Pale Ale,"[
  193512,
  17416320,
  16308605,
  16908070,
  82962,
  16569569,
  2604138,
  17454394,
  19869088
]"
673,Frozen Pork,"[
  18089489
]"
1431,Facial Tissues,"[
  21342526,
  73660,
  39768,
  132235,
  251101,
  16984020,
  2010564,
  2681353
]"
3204,Blue Cheese,"[
  17316144,
  20851906,
  122732,
  1869043,
  96294,
  149708,
  2730884,
  2808048
]"
2227,Daikon Radish Sprouts,"[
  21864114
]"
3561,Sandwich Rolls,"[
  1854371,
  40182
]"
3941,Dog Relaxers,"[
  357261
]"
1276,Snack Packs,"[
  19797435,
  16918228,
  16598132,
  2790260,
  18259696,
  132383,
  2639811,
  21215487,
  18189457,
  19170859,
  22166938,
  17001739,
  18189454,
  19998754,
  19797445,
  16597988,
  20111799,
  19074725,
  2755623,
  18541715
]"
3388,Alkaline Water,"[
  16916875,
  19283270,
  17633304,
  17632557,
  17373459,
  18384323,
  19137612,
  21303641
]"
1421,Bleach & Bleach Alternatives,"[
  19485772,
  16758975,
  40633,
  2661539,
  40510,
  20971681
]"
940,Marshmallows,"[
  128126
]"
3577,Baguettes,"[
  141940
]"
509,Arugula,"[
  54331,
  19618487,
  21222906
]"
1604,Eye Drops,"[
  167352,
  2780364,
  1880262,
  18905113,
  1532547,
  16923364,
  111814,
  111815,
  112245,
  117222
]"
1159,Snacks,"[
  16913694,
  21669167
]"
2952,Other Deli Meals and Sides,"[
  19849610,
  21947889,
  141661,
  3103531,
  19831739,
  297880
]"
3342,Yellow Mustard,"[
  3227847,
  21521095,
  3241142,
  16553713,
  81739
]"
4365,MCT Oil Supplements,"[
  20555530,
  19389814
]"
1370,Dish Soap,"[
  18405898,
  16649164,
  16648712,
  17009281,
  16649236,
  21116820,
  600316,
  16647350,
  16532366,
  39707,
  89478,
  19319880,
  189655,
  18538421,
  2600124
]"
4255,Hummus,"[
  16556751,
  16511563,
  1127840,
  185885,
  17705881,
  16556750,
  19754272,
  20532502,
  21220716,
  44098,
  16534721,
  18475401,
  2897262,
  19251234
]"
1124,Jasmine Rice,"[
  17555776,
  1469138,
  16567896,
  2737587,
  1958523,
  19737331,
  3220596,
  10206,
  1378729,
  119372,
  157053,
  305799,
  19820557,
  305716,
  19417141,
  98677
]"
3273,Wheat Berries,"[
  16570550
]"
1556,"3-in-1 Shampoo, Conditioner, & Body Wash","[
  20981813
]"
676,Frozen Broccoli,"[
  16508323
]"
221,Champagne,"[
  17955660,
  45777
]"
1323,Flour Tortillas,"[
  18272862,
  3150350,
  17462465,
  118991,
  3220458,
  100943,
  17372062,
  269478,
  2623056,
  3379401,
  20797123,
  118992,
  18191241,
  3164817,
  18191193,
  19293856,
  269480,
  3221068,
  19554801,
  269607
]"
1353,Sour Cream,"[
  20012433,
  2571320,
  317262,
  20988180,
  115696,
  20269150,
  3306154,
  318420,
  3306171,
  20023815,
  317253,
  16715453,
  2203754,
  2714669,
  2601933,
  71918,
  2719759,
  115697
]"
1693,Homeopathic Care,"[
  164427,
  1511148,
  375358,
  164858,
  380446,
  375294,
  164357,
  380468,
  164878,
  361591,
  164850,
  164864,
  3394420,
  19671139,
  363300,
  164805,
  375293,
  164835,
  380460,
  164813,
  164854,
  293311,
  375292,
  164853,
  164841,
  380458,
  292690,
  380456,
  360122,
  164429,
  264443,
  164852,
  359154,
  264701,
  1289307,
  264440,
  264441,
  366956,
  3133948,
  264437,
  375289,
  52809,
  164819,
  1511138,
  164846,
  502586,
  164886,
  164803,
  16397534,
  164809,
  1711345,
  393365,
  164413,
  164812,
  164425,
  394948,
  372958,
  480911,
  380462,
  164851,
  164795,
  380449,
  164883,
  380444,
  3392631,
  174489,
  358261,
  21306485,
  380466,
  164431
]"
1705,Antioxidants,"[
  17425724,
  17425719,
  173735
]"
1169,Chips,"[
  23077231
]"
1687,Bandages,"[
  21179925
]"
1274,Fresh Salsas,"[
  192426,
  22128093,
  21613478,
  19775860,
  18687178
]"
308,Red Tea,"[
  27830,
  1232572,
  308368
]"
3603,Snickerdoodles,"[
  20209368
]"
2859,Superfoods,"[
  17438477
]"
77,Unflavored Vodka,"[
  19377004,
  193945,
  21148116,
  16476578,
  139126,
  16703527,
  1178,
  75338,
  17265684,
  19293515,
  17597270,
  3053255
]"
1212,Fruit Bars,"[
  17758652,
  2790211,
  17382341,
  309237,
  55877,
  17139391,
  2695755,
  17300465,
  16755933,
  56840,
  100245,
  167827,
  119905,
  17925095,
  56836
]"
4371,Zinc Supplements,"[
  426334,
  264313,
  19980949
]"
305,Green Tea,"[
  27812,
  47425,
  2695792,
  21027006,
  232108,
  47447,
  84252,
  283996,
  27814,
  17397392,
  27811,
  3106606,
  18354505,
  75828,
  3305051,
  16355758,
  27804,
  3305375,
  3324007,
  3263365,
  84254,
  20234273,
  47437,
  47448,
  47478,
  27813,
  197784,
  2582034,
  20141003,
  47450,
  27827
]"
1204,Dried Raisins,"[
  118684,
  200347,
  305809,
  200348
]"
62,Malt Liquors,"[
  75225,
  249652,
  91993,
  3054071,
  3366662,
  16716138,
  16598038,
  1957850
]"
3261,Other Cheese,"[
  246120,
  71805,
  2380677,
  115861,
  288490,
  16913784,
  17088061,
  3209895,
  20027356,
  19534387,
  3056513,
  19585627,
  3134523,
  19941643,
  2646564,
  17020563,
  3155003,
  16408963,
  17621963,
  19953720,
  96154,
  71801,
  177972,
  16686800,
  21180990,
  19941681,
  85412,
  20027163,
  2789012,
  17088020,
  393475,
  20744153,
  21176264,
  20279479,
  3339526
]"
1305,Naan,"[
  17173320,
  18812397,
  18841758,
  2726645,
  3414616,
  140899
]"
4369,Iron Supplements,"[
  50258,
  50256
]"
925,Red Wine Vinegar,"[
  293446,
  41626,
  71097,
  71077,
  71096
]"
248,Single Serve Coffee,"[
  75909,
  129335,
  18841691,
  19154155,
  20126316,
  3425738,
  20645175,
  18483987,
  2703340,
  1391203,
  2596955,
  20244057,
  75890,
  75905,
  75889,
  20111634,
  16205699,
  3308877,
  2752884,
  3355426,
  430427,
  3381905,
  3355378,
  3301906,
  17332375,
  16635037,
  16545662,
  20047775,
  294024,
  75904,
  19980061,
  1391200,
  16545598,
  88186,
  19306384,
  20665144,
  16786648,
  21770074,
  19557097,
  17335361,
  20047803,
  223872,
  75886,
  129334,
  2585902,
  18433029,
  16559482,
  75887,
  17977070,
  19000111,
  2578507,
  19709533,
  20618912,
  18319575,
  20615298,
  75888,
  75891
]"
1327,Dairy Spreads,"[
  16375244,
  290363
]"
2280,Summer Savory,"[
  18373411
]"
4166,Frozen Taquitos,"[
  18017682,
  2133896
]"
960,Boxed Pasta Meals & Sides,"[
  16268077,
  119058,
  19660041,
  19538605,
  26020,
  2769854,
  16309665,
  20924214,
  16269538,
  119060,
  20223095,
  1924526,
  3084851,
  3240992,
  17651724,
  16401580,
  80457,
  3118525,
  3341924
]"
1081,Peanut Butter,"[
  202183,
  2777648,
  2789256,
  19470571,
  21086306,
  19793075,
  20662520,
  19047070,
  16900999,
  505242,
  21821653,
  16775733,
  21170538,
  18720658,
  17592124,
  19725732,
  3094153,
  18483068,
  17294136,
  19125518,
  2801883,
  18643896,
  16901004,
  16931212,
  18695873
]"
2415,Prepared Beef,"[
  170516,
  155097,
  21195124,
  170523,
  155093
]"
3389,Spring Water,"[
  533732,
  234495,
  1471583,
  19270444,
  17315859,
  234498,
  98931,
  16750103,
  41886,
  17316621,
  164698,
  98918,
  128708,
  1471788,
  87213,
  2242792,
  74945,
  21729755,
  1471817,
  128672,
  3211690,
  2588956,
  17105916,
  3118870,
  2734046,
  533764,
  87194,
  16914799,
  98917,
  140547,
  382239,
  2301437,
  128717,
  16723160,
  510937,
  19917229,
  234490,
  19611711,
  2577410,
  18075759,
  245732,
  2734047,
  234499,
  2242778,
  2242798,
  1471787,
  2535781,
  2616132,
  98954,
  300737,
  2007177,
  3115358,
  18384268,
  16401750,
  129966,
  122980,
  118414,
  155570,
  16996213
]"
1238,Chia Seeds,"[
  3141173,
  80207,
  17445894
]"
3028,Asian Pear,"[
  18475986
]"
1001,Canned Pineapple,"[
  69917,
  69919
]"
81,American Whiskey,"[
  17463668,
  17020718,
  233667,
  19228689,
  3102472,
  3062677,
  16316638,
  18560127,
  17615209,
  17615196,
  17445498
]"
1702,Laxatives,"[
  2679822,
  92094,
  20184982,
  17184665,
  50470,
  17048902,
  19799824,
  16859228,
  2679819,
  18018942,
  16859197,
  2676613,
  3181178
]"
1207,Dried Mixed Fruit,"[
  19336082,
  20144102,
  19336078,
  20142129,
  2690071,
  22020
]"
649,Frozen Cakes,"[
  150088,
  150087,
  3072560
]"
476,Shisito Peppers,"[
  1466278
]"
4210,Frozen Chicken Patties,"[
  72310,
  19996210,
  2714199
]"
651,Frozen Dessert Toppings,"[
  323160,
  203443,
  73273,
  73269,
  136815,
  17295596,
  18301200,
  73274,
  203450,
  35166,
  209559,
  209569,
  4567,
  1412950,
  3219416,
  203449
]"
1337,Dairy-Free Creamers,"[
  16766124,
  19536741,
  21932127,
  16753035,
  22374462,
  18343978,
  54158,
  20193809,
  19339146,
  19074465,
  20717745,
  18009815,
  21511192,
  18009844,
  18344195,
  18009790,
  17792984,
  22374452,
  20149038,
  16879084,
  17633705,
  20271489,
  16309606
]"
1718,Protein Powders,"[
  3376398,
  3119978,
  16247912,
  3384308,
  18681465,
  2753822,
  3343157,
  286608,
  3403342,
  47717,
  18752146,
  3338954,
  18411766,
  17468680,
  22701748,
  20848657,
  17592123,
  88267,
  21060383,
  16713187,
  3319269,
  2617604,
  21087769,
  19917531,
  19711976,
  18453574,
  70373,
  3119974,
  2573369,
  22678784
]"
386,Nectarines,"[
  2913993
]"
4208,Frozen Chicken Breasts,"[
  21612707,
  113057
]"
973,Rolled Oats,"[
  21464049,
  21463916,
  21120190,
  21463912,
  18815045
]"
2278,Curly Parsley,"[
  20668209
]"
1492,Blush,"[
  2691188,
  258407
]"
1055,Capers,"[
  293760
]"
1751,Baby Cold Medicine,"[
  17466074
]"
3159,Dried Lentils,"[
  16391057,
  2778542,
  1839157,
  2778543,
  2778544,
  16873453
]"
704,Beef Stew Meat,"[
  19256880,
  19558991,
  16409221
]"
1350,Eggnog,"[
  72024
]"
2865,Collagen Powder,"[
  18402150,
  17658484,
  17862127,
  18025535,
  18355594,
  284625,
  16724669,
  20897042,
  3133807,
  16268035,
  18641410,
  19221475,
  16267140,
  50775,
  20200450
]"
1241,Instant Soup,"[
  20984611,
  19272426,
  19748371,
  70051,
  19748383,
  19749432,
  18530195,
  307109,
  118825,
  21906447,
  19968396,
  20562971,
  280484,
  37572,
  16853006,
  1710140,
  21925358,
  280506,
  17664108,
  3231096,
  287464,
  20659535,
  118822,
  19088773,
  207655,
  18530081
]"
1191,Snack Bars,"[
  29774,
  19685508,
  19644922,
  12984,
  19318692,
  18317936,
  47933,
  73168,
  20901336,
  16846532,
  20239099,
  19987104,
  18357108,
  2159831,
  2159832,
  20901327,
  16765025,
  20152186,
  20002386,
  47935,
  2687117,
  19568003,
  2778958,
  3310859,
  18911883,
  17499477,
  48801,
  1975498,
  18839180,
  3210637,
  2681740,
  20002428,
  19485796,
  78335,
  20037634
]"
2867,Matcha Powder,"[
  19536238
]"
1596,Hand Soap,"[
  19559341,
  17506253,
  201514,
  19608524,
  16471941,
  19555643,
  21658393,
  19170460,
  19581918,
  19630517,
  19643183,
  432060,
  21779972,
  432061,
  19170457,
  19258379,
  21795962,
  20473460
]"
1097,Gnocchi Pasta,"[
  17676732
]"
1650,Shave Cream & Gels,"[
  50577,
  19535110,
  20986755,
  22002514,
  19185770,
  21011109,
  21011099,
  51407,
  21187063
]"
1473,Cat Litter,"[
  18307054,
  57094,
  127357,
  19650355,
  16784020,
  73972,
  1202018,
  16753738,
  22024423,
  119323,
  19423403,
  214041,
  3160633,
  1202017,
  18355789,
  88629,
  18309732,
  210932,
  214472,
  16290871,
  73969,
  73963,
  21510290,
  171697,
  2757499,
  18168113,
  210931,
  16754847,
  21510264,
  127381,
  192596,
  210382,
  2686587,
  73992,
  119319,
  38497,
  38484,
  73951,
  18112721,
  16290550,
  74007,
  145738,
  16242981,
  3170089,
  16881073,
  16410546
]"
364,Strawberries,"[
  20642867
]"
4355,Oregano Supplement,"[
  174914
]"
3158,Dried Peas,"[
  443298,
  443297,
  1831081
]"
53,Non-Alcoholic Cocktail Mixers,"[
  125636,
  490,
  74308,
  1860330,
  18474578,
  16833661,
  205403,
  16834844,
  205266,
  2698446
]"
670,Frozen Seafood,"[
  10672,
  138685,
  17002158,
  17499461,
  131938,
  2601495,
  72417,
  218803,
  266678,
  2718075,
  102061,
  2601491,
  163935
]"
1706,Letter Vitamins,"[
  21093932,
  50711,
  21843980,
  287260
]"
1277,Party Platters,"[
  18554047,
  19858113,
  2626276,
  19170924,
  19695559,
  43395,
  382652,
  122542,
  17538179
]"
861,Whole Wheat Flour,"[
  2302737
]"
1356,Greek & Icelandic Yogurt,"[
  75362,
  3224581,
  18420814,
  101141,
  119038,
  16644362,
  54061,
  17201,
  29264,
  3341054,
  530013,
  197887,
  19261386,
  2754125,
  346132,
  2671090,
  21850373,
  3139432,
  438782,
  19405242,
  16409525,
  54077,
  2895740,
  18302709,
  21309540,
  21770015,
  19530710,
  101142,
  43900,
  16692426,
  16983720,
  75088,
  197630,
  2869993,
  16717568,
  20149598,
  19405258,
  119035,
  19482212,
  40400,
  19004691,
  16694181,
  16922406,
  75092,
  3355334,
  1500265,
  19176574,
  118640,
  159642,
  17008733,
  101168,
  2761377,
  29312,
  7289,
  2869992,
  29266,
  18781272,
  75106,
  3154864,
  18482402,
  3350785,
  19378681
]"
866,Brownie Dry Mixes,"[
  16630954,
  24106,
  18454515,
  53840,
  19872452,
  19279982,
  69044,
  39041,
  16497291,
  424807,
  24090,
  16402983,
  3080140
]"
1095,Fettuccine Pasta,"[
  370052,
  111386,
  17651720,
  18765669,
  131568,
  17651127,
  18778415
]"
361,Avocados,"[
  2756820,
  18178687
]"
648,Frozen Desserts,"[
  95279,
  95550,
  18765430
]"
761,Chicken Tender,"[
  19977258
]"
4368,Calcium Supplements,"[
  3204456,
  181337,
  50104
]"
4345,Motion Sickness Relief,"[
  2877109,
  21157728,
  92022,
  16929172
]"
1349,Flavored Milk,"[
  19514739
]"
1107,Shell Pasta,"[
  88670,
  311807,
  2662904,
  17387
]"
1167,Chewing Gum,"[
  2820507,
  18166679,
  2718218,
  78595,
  16990087,
  17898506,
  34130,
  17508737,
  34196,
  19519939,
  17003037,
  19252196,
  34752,
  19282990,
  202339,
  2692668,
  17020653,
  16711502,
  3034461,
  16982448,
  20996146,
  18166662
]"
1619,Yeast Infection Treatments,"[
  2678544,
  2678553,
  2678494
]"
2118,Other Dessert Wine,"[
  16544971,
  75337,
  3316661
]"
904,Cooking Oil Sprays,"[
  3302232,
  99213,
  502232
]"
84,Blended Scotch,"[
  243268,
  17921367,
  75331,
  19148146
]"
1813,Beef Patties,"[
  19909117,
  19748325,
  19816446,
  19748347,
  19849649,
  20022045,
  18088619,
  18548022,
  19849493
]"
2466,Butter,"[
  21174688,
  21174642
]"
1364,Aromatherapy Diffusers,"[
  3414055,
  2760441,
  21095352,
  21094726,
  21111393,
  18744060,
  2752807,
  21095331
]"
4381,Muscle Relief Ointment,"[
  279998,
  17586387,
  18478367,
  16510356,
  142579,
  18794603,
  19670798,
  16509642,
  16510359,
  16662538
]"
4249,Prepared Chicken Tenders,"[
  20238821
]"
1018,Canned Tomato Sauce,"[
  16409978,
  43575,
  19879599
]"
638,Frozen Cherries,"[
  17008832
]"
3352,Vinaigrette Dressing,"[
  55367,
  19228752,
  18550062,
  19765646,
  192656,
  19842141,
  21153941,
  19765635,
  19118901,
  18812302,
  21329522,
  71421,
  19748532,
  21153970
]"
653,Frozen Pies,"[
  21352900,
  113233,
  19544006,
  113234
]"
3580,Cinnamon Rolls,"[
  1507873
]"
3120,Black Eyed Peas,"[
  222922
]"
1645,Oral Pain Relief,"[
  118225,
  2648770,
  17352178
]"
1597,Hand Sanitizer,"[
  3335154,
  218963,
  17455125,
  16703504,
  3187951,
  328822,
  16696721,
  16754694,
  3371167,
  16751654,
  16547647
]"
3563,Other Buns and Rolls,"[
  68872,
  411173,
  1912742,
  16930528,
  1503964,
  1507883,
  333995,
  2578466,
  17283633,
  1507885,
  19825339
]"
3275,Vanilla Extract,"[
  30822,
  54796,
  308603,
  24256,
  2782479,
  17536971,
  24251
]"
641,Frozen Breakfast Entries delete,"[
  19420366,
  21124655
]"
1921,Baby Back Ribs,"[
  18491813,
  16804044,
  16927703
]"
633,Frozen Fruit,"[
  16982617
]"
3267,Teff,"[
  20136679
]"
4244,Prepared Pulled Pork,"[
  17962236,
  17962238
]"
3239,Fromage Frais,"[
  2719765,
  3155004,
  1339949,
  253885
]"
4231,Ready To Eat Meals,"[
  20223668,
  18004562,
  519793,
  20270415,
  18292252,
  18588905,
  22162541,
  21161757,
  20137551,
  20524729,
  1333295,
  20209451,
  17642806,
  17313429,
  19695536,
  18356588,
  20224923,
  19996222
]"
3354,Blue Cheese Dressing,"[
  2631460,
  41762,
  141626,
  20267557,
  20183477,
  3168296,
  268679,
  20267559,
  16236962,
  167293,
  19133652,
  71291,
  71320,
  41742,
  71315,
  19264643
]"
663,Ice Cream Syrups,"[
  78016,
  40308,
  40220,
  35611,
  40331,
  141089,
  18425728,
  21141576,
  97943,
  226979,
  40275,
  19278619
]"
383,Lemons,"[
  17445862,
  18931051
]"
1701,Antigas,"[
  380447,
  3396117,
  3396121
]"
195,Riesling,"[
  2897918,
  216017,
  3316659
]"
1710,Nutritional Oils,"[
  16471899,
  3356965,
  140415
]"
2680,Curriculum & Activity Books,"[
  20121731,
  21902167,
  17443147
]"
3381,Other Fruit Juice,"[
  3318443
]"
4068,Vegetarian Meatballs,"[
  2638193,
  21404641
]"
2866,Cacao,"[
  3308302,
  30349,
  349292
]"
727,Ground Beef,"[
  18073557,
  16982355,
  3340777,
  2870264,
  3183124,
  2737043,
  19748318,
  218955,
  18248420,
  16266781,
  21237675,
  3183876,
  3402776,
  20178223,
  320532,
  18583507,
  188358,
  17748076,
  10479,
  2572971,
  3073149,
  17445273,
  18250762,
  21837972,
  2625593,
  17869139,
  21241530,
  2690153
]"
1121,Couscous,"[
  2825392,
  3073724,
  145143
]"
2076,Crab Cakes,"[
  17445898,
  1136651
]"
876,Breakfast Dry Mixes,"[
  18454518
]"
1129,Marinades,"[
  38938,
  3095512,
  3238139,
  16250348,
  20606427,
  16759611,
  3095507,
  3366808,
  17273063,
  25342,
  56245,
  24802,
  221306,
  35774,
  153524,
  1383536,
  18564533,
  201879,
  71429,
  1924521,
  19843973
]"
691,Frozen Rolls,"[
  222236,
  19051447,
  22138534
]"
224,Muscat/Moscato,"[
  45780
]"
1338,Coffee Creamers,"[
  17783608,
  20138019,
  19327921,
  20128021,
  20128031,
  19541509,
  78586,
  19536679,
  20513672,
  19061422,
  19509414,
  20719890,
  43012,
  104199,
  20681792,
  20983135,
  20719959,
  16312841,
  20138017,
  2789725,
  19339125,
  19488144,
  3153786,
  21762804,
  78585,
  43166,
  16408135,
  20719882,
  2789813,
  20591772,
  43009,
  71886,
  16312833,
  19178191
]"
1714,Probiotics,"[
  19829713,
  17326815,
  16735395,
  18478034,
  293325,
  17326821,
  136687,
  288178,
  3217494,
  17283184,
  3181240,
  20896335,
  19441823,
  52732,
  193147,
  50433,
  50435,
  17899942,
  3326781,
  19088713,
  182243,
  52718,
  84107,
  17313601,
  18488640,
  20896176,
  2621652,
  16693540,
  17867702,
  52731,
  17315361,
  182246,
  18628928,
  52735,
  17332400,
  111776,
  52728,
  16544564,
  52684,
  19711782,
  17314187,
  2781274
]"
4364,Hemp Oil Supplements,"[
  19975038,
  19976430,
  19976423
]"
59,Gin,"[
  17352250
]"
821,Sausages,"[
  20224910,
  77079
]"
2276,Spearmint,"[
  18601218
]"
