product_category_id,product_category,products
314,Sparkling Water,"[
  19429670,
  19834722,
  16472733,
  1471590,
  18072892,
  260573,
  172680,
  187637,
  16523315,
  32005,
  234440,
  16754498,
  17568072,
  19283205,
  19683452,
  16292243,
  18480211,
  18072946,
  18072914,
  2788264,
  18072931,
  18072882,
  16751860,
  187632,
  2573125,
  17441515,
  2822963,
  206123,
  19429565,
  18072944,
  19266704,
  74960,
  19144316,
  18453713,
  128657,
  3406409,
  256933,
  17008391,
  18072900,
  18072850,
  18425296,
  16774021,
  3085425,
  17020436,
  54386,
  2330925,
  18072950,
  16802157,
  18072866,
  20243454,
  260553,
  2714775,
  18213533,
  3280406,
  16756039,
  128653,
  2573192,
  160744,
  54402,
  18425047,
  87291,
  18424836,
  160745,
  18445947,
  18407872,
  19103726,
  3132706,
  288345,
  16773563,
  16983811,
  2675139,
  54403,
  1939865,
  18072923,
  16488460,
  17315069,
  19938262,
  18072885,
  18578036,
  1471793,
  87277,
  286254,
  16948725,
  18072907,
  533736,
  18779132,
  20968080,
  18244782,
  18072891,
  18213515,
  18072949,
  125679,
  99033,
  18532136,
  16913955,
  128666,
  32342,
  18072876,
  19974351,
  17568276,
  18072911,
  16965790,
  18411040,
  3106997,
  17978591,
  74950,
  246170,
  1471794,
  87280,
  18508267,
  19429597,
  18072913,
  284121,
  16773701,
  82839,
  2675145,
  16732010,
  187634,
  16974958,
  192254,
  19094171,
  18072919,
  17897556,
  21473338,
  18072868,
  18675898,
  18411041,
  18614483,
  18072947,
  226300,
  225432,
  42560,
  300663,
  16773819,
  160746,
  19325106,
  16754365,
  207069,
  20248540,
  18445976,
  17813982,
  225431,
  18072924,
  23689,
  32029,
  285837,
  19532114,
  260552,
  18516142,
  19267558,
  17978590,
  18072858,
  285258,
  17594130,
  320924,
  18072916,
  160743,
  19283283,
  27573,
  17315110,
  23622,
  18072899,
  307265,
  19841779,
  18445905,
  17090690,
  18072948,
  18072896,
  2776515,
  18072847,
  16388713,
  19270420,
  23690,
  18430636,
  20968083,
  18560203,
  176669,
  16919870,
  18508438,
  27572,
  18425297,
  18072862,
  2242783,
  19901717,
  20274459,
  166312,
  18072887,
  3211833,
  18072902,
  18451020,
  18675899,
  17828521,
  202575,
  18407869,
  54401,
  17090436,
  18072873,
  334630,
  18244823,
  18072903,
  227757,
  168611,
  18469980,
  17090673,
  2589584,
  2231111,
  16883167,
  18072917,
  18072871,
  19283170,
  18544283,
  1939864,
  177555,
  3321378,
  18072941,
  168601,
  19103787,
  234448,
  19974140,
  18072881,
  99037,
  18072867,
  17567604,
  18507429,
  260556,
  16764376,
  54400,
  16914182,
  18430664,
  18072939,
  20198563,
  20041650,
  82849,
  202574,
  3415494,
  307264,
  2787907,
  187638,
  1471783,
  17074096,
  99035,
  19270438,
  17568264,
  18411047,
  1471782,
  219039,
  2331168,
  16913160,
  82848,
  18411169,
  2584406,
  18407894,
  18072910,
  17445368,
  18390146
]"
1297,Prosciutto,"[
  16349856,
  72202,
  280393,
  17445466,
  135996,
  122197,
  21277075
]"
922,Cooking Wine,"[
  41558
]"
1690,First Aid Applications,"[
  92201,
  18791469,
  286195,
  18420715,
  18833787,
  18790495,
  182009,
  20580785,
  17316235
]"
972,Steel Cut Oats,"[
  41425
]"
868,Pastry Dry Mixes,"[
  20142649,
  2901756,
  20129431,
  16761249,
  437441,
  20166688,
  20107635
]"
3382,Smoothie Juices,"[
  321132,
  485211,
  40309,
  21938629,
  16996471,
  309521
]"
1406,Disposable Cups,"[
  3131998,
  156750,
  16460518,
  313320,
  16986378,
  156751,
  21762547,
  18166169,
  19906106
]"
3391,Flavored or Infused Waters,"[
  20526792,
  21060196,
  19543864,
  19751042,
  19700170,
  21150369,
  16508759,
  19333776,
  17352426,
  21150346,
  19751030,
  2661960,
  18072755,
  375072,
  16932138,
  19147925,
  17761811,
  19951450,
  20947744,
  19679913,
  21176487,
  49020,
  439837,
  3362376,
  3298635,
  23588,
  22365885,
  289883,
  98993,
  19572987,
  21729637,
  404143,
  19994910,
  74967,
  23585,
  16932141,
  3418257,
  2597187,
  21287566,
  16249708,
  2574998,
  16335570,
  21223989,
  21064872,
  308551
]"
3348,Caesar Dressing,"[
  18344350,
  71293,
  1937915,
  41213,
  41773,
  20183519,
  19228763
]"
3169,Butter Spreads,"[
  19856737,
  75597,
  99219,
  20849114,
  1743326,
  16880827,
  42643,
  2751481,
  89582,
  225571,
  42860,
  1865910,
  19852251,
  1958492,
  19852233,
  16687513,
  99220,
  89581,
  21520070
]"
1002,Canned Meals,"[
  35226,
  21636667
]"
1631,Manual Toothbrushes,"[
  295241,
  88326,
  88323,
  1421918,
  18249621,
  18249624,
  16902846,
  19137473,
  17786477
]"
1292,Mixed Deli Meats,"[
  2693030,
  16622194
]"
48,Beer Variety Packs,"[
  3100670
]"
2995,Japanese Whiskey,"[
  265125
]"
958,Boxed Asian Meals & Sides,"[
  25085,
  2759193
]"
938,Seasoning Mixes,"[
  41482,
  18736819,
  17627879,
  16997631,
  35263,
  19124089,
  97563,
  18736794,
  209385,
  119172,
  132118,
  87682,
  222110,
  97558,
  156898,
  41190,
  213433,
  73123,
  97845,
  41489,
  87680,
  18473312,
  216682,
  97559,
  87673,
  41423,
  87684,
  38967,
  260572,
  16635216,
  87728,
  81742,
  18839075,
  19227682,
  81745,
  17105890,
  16409102,
  20706870,
  210413,
  35772,
  81744,
  18557789,
  1742167,
  487818,
  209384,
  212877,
  119564,
  81746,
  280495,
  2139720,
  37891,
  17529155,
  17529182,
  16972562,
  1426772,
  20202187,
  17529151,
  97580,
  209389,
  526458,
  81743,
  18861371,
  37738,
  21125182,
  17896049,
  41585,
  97844,
  87685,
  97557,
  257331,
  17105202,
  3263451,
  87709,
  16988168,
  2690686,
  443181,
  17529141,
  38238,
  2140887,
  2746456,
  97853,
  87686,
  41185,
  3038974,
  87690,
  3220581,
  79169,
  10384,
  3095500,
  153515,
  17637590
]"
3183,Pea Milk,"[
  16349859,
  3278616,
  3313587,
  3313586,
  17467367
]"
1318,Muffins,"[
  21728579,
  19135783,
  17543510,
  93843,
  19993254,
  20221804,
  19135928,
  19424841,
  20221628,
  20128009,
  20221631,
  20056890,
  19135894,
  16460566,
  19993031,
  20057019,
  20056951
]"
4185,Frozen Breakfast Sausages,"[
  222237,
  19876011
]"
3376,Bone Broth,"[
  17421647,
  17265226,
  395429,
  19929086,
  17421663,
  17276896,
  3370871,
  19943509,
  16905244,
  19748240,
  17595244,
  468884,
  19748285,
  19280566,
  19941946,
  16496532,
  19931700
]"
4070,Plug In Air Fresheners,"[
  18190974,
  21094280,
  20775800,
  19532606,
  18732549,
  20775902,
  19661130,
  20476802
]"
1146,Pastes,"[
  39925
]"
3269,Sorghum,"[
  20269414
]"
3187,Mascarpone,"[
  1868138,
  482163
]"
1289,Deli Turkey,"[
  121056,
  21429369,
  20365953,
  48704,
  16511340,
  246190,
  16290791,
  17706747,
  16511346,
  20365979,
  188104,
  18270841,
  17003655,
  72211,
  42420,
  3395185,
  192462,
  246186,
  246191,
  16290770,
  19134783,
  17000195,
  18148902,
  17471652,
  28616,
  28617
]"
1183,Cheese Crisps,"[
  18357059,
  21756077,
  18632748,
  20218129,
  18632983,
  186489,
  16900942,
  19210759,
  18446788,
  19283070,
  20662083,
  16369216,
  23070865,
  2575633,
  103782,
  17611689,
  16900940,
  211503
]"
11,Pale Ale,"[
  45098,
  16979976,
  95256
]"
1554,Shampoo,"[
  2586404,
  19470548,
  3323820,
  16762848,
  18307339,
  19620366,
  20956938,
  20994709,
  112842,
  3108859,
  35026,
  137288,
  16914992,
  20967245,
  168380,
  17296518,
  112774,
  2694245,
  17090356,
  17898502,
  19536005,
  19470356,
  137289,
  19618320,
  19617886,
  19621690,
  136148,
  20019553,
  20397188,
  16914978,
  20623356,
  16752992,
  16761906,
  2914574,
  20952993,
  20553190,
  20955319,
  17470301,
  2694234,
  19470481,
  40946,
  19104084,
  3107784,
  19470447,
  146777,
  1390176,
  19495451,
  17090405,
  22745383,
  112813,
  19632926,
  2690722,
  19543119,
  17835727,
  19504527
]"
3556,Other Flatbreads,"[
  16705311
]"
987,Canned Coconut Milk,"[
  17090448,
  3425864
]"
1301,Bread,"[
  3333978
]"
1044,Ketchup,"[
  2683047,
  17270367,
  18876663,
  19102837,
  19291207,
  25266,
  20226500,
  19044059,
  2758940,
  19777037
]"
46,Alcoholic Kombucha,"[
  21951522
]"
495,Dill,"[
  18301101
]"
1689,Antiseptics,"[
  17012456,
  19965835
]"
636,Frozen Tropical Fruit,"[
  17621189,
  69784
]"
1182,Puff Chips,"[
  20987662,
  18844355,
  20146848,
  20937251,
  87948,
  22366761,
  53166,
  20146862,
  19212165,
  18385197,
  18385196,
  17316053,
  20952451,
  3259099,
  19930865,
  21169483,
  20952447,
  16827386,
  3404349,
  3302424,
  20274763
]"
986,Canned Chicken,"[
  19867425
]"
1313,Cakes,"[
  20226361,
  16376181,
  20226452,
  149155,
  21848631
]"
87,Small Batch Bourbon,"[
  3051629,
  138311,
  3248711,
  138309
]"
1585,Body Scrubs,"[
  18790010,
  16583660,
  19079719,
  19545868,
  2809173,
  41691
]"
1363,Aromatherapy Oils,"[
  20194275,
  201828,
  10093034,
  17671224,
  20044080,
  20631959,
  137378,
  127627,
  205758,
  137379,
  2762929,
  137368,
  19695045,
  17868175,
  89607,
  20651233,
  201829,
  19660497,
  284678
]"
251,Coffee Pods,"[
  20547174,
  70901,
  17755746,
  17678123,
  18536769,
  19119333,
  17387523,
  20649835
]"
1711,Mineral Supplements,"[
  17592860,
  50728,
  51369,
  164948
]"
762,Chicken Thigh,"[
  330619
]"
1529,Nail Clippers,"[
  2677596,
  2694374,
  19658017
]"
906,Seed Oil,"[
  100716,
  18837358,
  3039226
]"
988,Coconut Cream,"[
  2668026
]"
8,Blonde Ale,"[
  16907869
]"
1309,Sandwich Breads delete,"[
  68934,
  103020,
  19413825,
  172164
]"
73,Flavored Tequila,"[
  18579699,
  19384592
]"
313,Coconut Water,"[
  16568673,
  18280419,
  42704,
  16693294,
  3163942,
  18488469
]"
1696,Smoking Cessations,"[
  20038033
]"
1640,Oral Wash & Mouthwash,"[
  18405726,
  149406,
  20728195,
  17188172,
  16965470,
  16509991,
  20728207,
  20629324
]"
1946,Pulled Pork,"[
  3147861,
  20029788,
  3308973,
  21876662,
  72219,
  33085,
  2789097
]"
1310,Bagels,"[
  20706850,
  20706837,
  19224119
]"
579,Fingerling Potatoes,"[
  18219243
]"
3247,Queso Chihuahua,"[
  21174923,
  3326979
]"
608,Zucchini Squash,"[
  17376667
]"
2406,Needs Reassignment,"[
  19275282,
  123815,
  18302371,
  19758549,
  70530,
  21313331,
  18718109,
  20243175,
  387146,
  20351787,
  18279700,
  19748688,
  2290522,
  19388144,
  247621,
  211946,
  3309580,
  470,
  211944,
  18079172,
  20660586,
  17757276,
  245826,
  16955408,
  17316121,
  20194164,
  20649961,
  34164,
  16376675,
  23085,
  289221,
  3361892,
  145500,
  20647973,
  292016,
  1359413,
  39650,
  3137911,
  39437,
  17326926,
  36320,
  19379385,
  73949,
  167903,
  39589,
  3141569,
  38503,
  16377157,
  3294145,
  18302408,
  21313335,
  303498,
  3379672,
  3073630,
  193386,
  18351244,
  1202019,
  20672314,
  2677819,
  20605881,
  21097485,
  17636469,
  72687,
  18446161,
  17552566,
  19793281,
  16831953,
  127136,
  16818959,
  18385763,
  17315602,
  18341176,
  79940,
  18413519,
  18183667,
  20649653,
  2793839,
  20598281,
  186106,
  19942731,
  20636571,
  39547,
  21097381,
  603078,
  20746729,
  2722387,
  39463,
  289129,
  16826058,
  21161328,
  17314521,
  17180952,
  21100923,
  2789058,
  23454,
  2789197,
  2899557,
  3305087,
  21059955,
  19385963,
  20778426,
  41401,
  16976027,
  127364,
  19148324,
  20643590,
  79593,
  34344,
  18433248,
  70515,
  341507,
  274694,
  13836,
  16832499,
  91086,
  19660609,
  74997,
  3143460,
  16752915,
  18756684,
  314508,
  91084,
  21220538,
  16752731,
  305227,
  20633508,
  189658,
  70567,
  21097458,
  285401,
  2685824,
  1976209,
  99843
]"
555,Beets,"[
  102764,
  16920467,
  3118226,
  102763,
  22421045,
  18186256
]"
61,Pre-Mixed Cocktails,"[
  19659039,
  289290,
  19659073,
  187698,
  233213,
  205402
]"
947,Cookie Doughs,"[
  246538,
  20121725,
  17995761,
  42913,
  19618432,
  72036
]"
1102,Penne Pasta,"[
  76783,
  2786314,
  2672803,
  49143,
  16919680,
  21175951,
  3084853,
  20238561,
  2587610
]"
875,Gelatin Dry Mixes,"[
  20219071,
  79920,
  18441437,
  19144623,
  118101,
  19143179,
  20228251,
  20224988,
  18183293
]"
3290,Cake Flour,"[
  37845
]"
4179,Frozen Pineapple,"[
  16510822
]"
3182,Flaxseed Milk,"[
  122331,
  3259076,
  18386207,
  133781,
  18386200,
  18386205
]"
910,Olive Oils,"[
  76384,
  1704540,
  19919027,
  200730,
  69169,
  17864000,
  2693561,
  83209,
  16488953,
  97095,
  320099,
  2792268,
  435333,
  20184304,
  2596864,
  2671704,
  135501,
  16979327,
  226640,
  100694,
  71037,
  3296231,
  16324323,
  2735453,
  307835,
  3211851,
  76385,
  2909569,
  16408349,
  100695,
  19121849,
  2718385,
  2596780,
  76379,
  20847395,
  3147842,
  288755,
  134655,
  76380,
  2676395,
  3129337,
  435115,
  100738,
  253297,
  270786,
  86812,
  17763445,
  76365,
  417399,
  18442706,
  17294590,
  16408051,
  69122,
  16510493,
  16366052,
  19937021,
  83208,
  69167,
  319955,
  19759551,
  17022557,
  265980,
  37137,
  17778304,
  17096233,
  230437,
  76386,
  20110031,
  3302266,
  16636946,
  37106,
  17420410,
  76381,
  97099,
  16510498,
  18055389,
  135479,
  20129291,
  1924622,
  29854,
  310546,
  2735479
]"
1174,Variety Pack Chips,"[
  17095612,
  2724569,
  40370,
  19748857,
  40377,
  19153116,
  17792992,
  18410774,
  17095544
]"
1295,Pancetta,"[
  2654795,
  169705
]"
1600,Cold Sore Treatment,"[
  16923252
]"
21,American Amber/Red Lager,"[
  19735560
]"
1599,Lip Balm & Lip Treatment,"[
  393707,
  18818076,
  18794809,
  392532,
  2226462,
  17154860,
  17727096,
  20648096,
  38218,
  18820819,
  111807,
  21001154,
  18657072,
  111806,
  2782343,
  16294789,
  18574696,
  2226475,
  2820984
]"
1623,Foot Odor Control,"[
  20584996
]"
246,Ground Coffee,"[
  70950,
  2778864,
  16547882,
  16684939,
  129341,
  75926,
  17415907,
  16298303,
  20276868,
  382745,
  153678,
  16408169,
  70912,
  22355563,
  2795182,
  20925435,
  1392420,
  2669751,
  75922,
  17416019,
  18432753,
  16408274,
  2675147,
  3329066,
  20162004,
  19227847,
  75950,
  17529238,
  76694,
  18019269,
  99108,
  22614941,
  19186415,
  99107,
  20542850,
  1991807,
  19705697,
  20162013,
  2697071,
  20277611,
  17010837,
  3403952,
  1276,
  2797367,
  114447,
  16298299,
  17309218,
  17416017,
  114449,
  17411742,
  20853218,
  17010945,
  20244052,
  21770079,
  18558703,
  22355556,
  47222,
  19942769,
  16970376,
  19874964,
  16879366,
  99168,
  99165,
  16578984,
  217024,
  20162006,
  16298301,
  19227840,
  2797936,
  16480133,
  2789208,
  18167217,
  21529198,
  429922,
  144367,
  1610625,
  19942734,
  3331857,
  114440,
  17411748,
  129271,
  16887093,
  129340,
  70845,
  70891,
  35714,
  75855,
  258993,
  16309415,
  18689141
]"
253,Bottled Coffee Drinks,"[
  3296059,
  20973382,
  20973322,
  252565,
  20698354,
  17996205,
  20036908,
  235578,
  20555029,
  20618691,
  16932371,
  18808462,
  22616158,
  2138456,
  19556179,
  19552585,
  21046616,
  3086156,
  18488781,
  21001518,
  18596600,
  3296069,
  21110674,
  20583425,
  18488882,
  20973345,
  22716968,
  100916,
  21732163,
  3305668,
  21001519,
  3295118,
  20037687,
  20267643,
  18406416,
  20103178,
  20542992,
  3086155,
  19216102,
  19335686
]"
3343,Spicy Brown Mustard,"[
  16409600,
  103094
]"
1184,Crackers,"[
  3211023,
  536876,
  16411352,
  1482891,
  35549,
  39487,
  21512489,
  16905423,
  16753278,
  1366420,
  17292806,
  3310398,
  16905322,
  219089,
  3210662,
  2596777,
  3321743,
  3148356,
  16293874,
  21176747,
  19330400,
  19753205,
  245853,
  17292766,
  16639159,
  18015790,
  158200,
  71600,
  16720941,
  21060002,
  16828263,
  1812313,
  1482888,
  16830360,
  2670797,
  385503,
  16752535,
  21732091,
  1720748,
  315784,
  1437070,
  492600,
  3064350,
  1437079,
  18017383,
  19478563,
  17801830,
  281093,
  76628,
  18016209,
  16409459,
  19478524,
  19552956,
  17292684,
  20694472,
  18526086,
  1861070,
  35369,
  21178397,
  3308702,
  3150337,
  21326498,
  18046234,
  20694618,
  20694626,
  327581,
  76592,
  21176753,
  17415428,
  16290425,
  21735128,
  3258653,
  120602,
  120018,
  3308560,
  40007,
  16830972,
  16700967,
  120617,
  3357640
]"
2635,Pens,"[
  2219331,
  2219310,
  21916936,
  17776482,
  17028997,
  3327276,
  216511,
  146023,
  17042760,
  146084,
  2792590,
  204603,
  18690080,
  3215886,
  21881792,
  216466,
  18248344,
  146082,
  16377307,
  17751950,
  2676350,
  351719,
  2743242,
  216510,
  146007
]"
119,Malbec,"[
  950,
  2859464,
  117718,
  2193708,
  131807,
  76212
]"
3201,Monterey Jack,"[
  35532,
  3091265,
  140768,
  17088005,
  3244196
]"
1069,Jams and Jellies,"[
  73085,
  2699959,
  23133,
  23129,
  23134,
  18541392,
  90769,
  16409040,
  73030,
  3279113,
  1408337,
  19836237,
  19924430,
  19232811,
  18541378,
  53754,
  153480,
  23131,
  51625,
  19762167,
  90775,
  21114086,
  53758,
  73043,
  3358278,
  3305130,
  187500,
  16756152,
  23130,
  260677,
  18541395,
  23153
]"
3240,Muenster,"[
  185700,
  425169,
  133830
]"
1024,Canned Vegetables,"[
  294785
]"
2873,Amino Acids,"[
  20559732,
  19706094,
  1135651
]"
662,Sorbet,"[
  26283
]"
1328,Ghee,"[
  1972168,
  3350817,
  47580,
  19661472,
  83179,
  2588193
]"
3333,Canned Beef,"[
  18083759,
  36429,
  280538,
  16409476,
  98376,
  1959945
]"
1341,Liquid Eggs,"[
  18688412,
  20666591,
  3135079,
  20846854
]"
3180,Coconut Milk,"[
  16913898,
  90014,
  2692702,
  76029
]"
1060,Salad Dressings,"[
  21982108,
  199766,
  21982003
]"
707,Beef Back Ribs,"[
  17622986
]"
2857,Hard Seltzers,"[
  19742314,
  22740917
]"
1736,Disposable Baby Diapers,"[
  2245497,
  78055,
  78057,
  130371,
  122531,
  19774022,
  18415078,
  19756255,
  20183592,
  18420509,
  20175569,
  21463970,
  21208439,
  152900,
  19879519,
  3239609,
  18363241,
  21200191
]"
1641,Teeth Whitening Kits,"[
  3427661,
  19632999,
  153211,
  17316432,
  19673741,
  2193599
]"
278,Kombucha,"[
  17488189,
  20025944,
  18245248,
  3062592,
  235614,
  260080,
  260082,
  21759446,
  20145230,
  260085,
  20777941,
  17487745,
  2731891,
  235613,
  19143364,
  16695356,
  235611,
  18863330,
  20947807,
  17682221,
  16626438
]"
52,Bitters,"[
  2003572,
  1518145,
  18024963
]"
4263,Precooked Seafood,"[
  131937,
  42085,
  19430238,
  129883,
  131939,
  2601473,
  10674,
  19485789,
  22188191,
  42198,
  2133787
]"
1557,Shampoo & Conditioner Sets,"[
  19548635,
  17006621,
  2694198,
  19630445,
  18075995,
  146782,
  18594583,
  16968515,
  19630424,
  16998886,
  217718,
  117539,
  16807413,
  269124,
  146730
]"
315,Water Enhancers,"[
  17069687,
  3195271,
  3195270,
  2325048,
  258112,
  2787328
]"
1225,Pecans,"[
  223326,
  17569435,
  16976716,
  75257,
  223336,
  128127,
  93835,
  19645668,
  123617,
  16714776,
  75258,
  134815,
  134822,
  19147792,
  134809,
  93839,
  3141172
]"
824,Bratwurst,"[
  18008383,
  2626006,
  134145,
  20023399,
  21762705,
  17684516,
  18559557,
  18566150,
  1962803,
  151976,
  2212376,
  345985,
  2733728,
  17331349,
  43693,
  20023411
]"
1173,Pork Rinds,"[
  17465996,
  19327197,
  17465997,
  17465998,
  21342302
]"
3211,Goat Cheese,"[
  1172027,
  2698002,
  46562,
  20562300,
  115848,
  19100216,
  18540628,
  18250456,
  19100220,
  17446103
]"
2475,Lip Stain,"[
  258405,
  258408,
  3110245
]"
1457,Dog Treats,"[
  16511064,
  21735073,
  17105834,
  18258857,
  17553408,
  1521867,
  19158686,
  1648961,
  20477070,
  2626157,
  1209437,
  19167285,
  17000832,
  18304201,
  19795777,
  17661545,
  1209410,
  17720699,
  18357065,
  20561407,
  17105829,
  19684798,
  23396,
  18260196,
  1216785,
  18182253,
  3280240,
  17661553,
  19480554,
  21164622,
  3167005,
  19215728,
  19841205,
  18897699,
  20990329,
  17743086,
  17661876,
  1227666,
  18260180,
  1341617,
  17661546,
  19167278,
  18295839,
  19215799,
  1449569,
  18294853,
  1227681,
  20477130,
  16981321,
  18897151,
  21821267,
  1209427,
  534119,
  21146794,
  1212097,
  16985765,
  17027754,
  1521866,
  19423396,
  17780259,
  18260204,
  17720773,
  19215784,
  1398542,
  16976941,
  18297692,
  19052624,
  1209487,
  3376381,
  19167316,
  1211561,
  17027734,
  1227673,
  17720714,
  19215855,
  17720783,
  2622077,
  20190428,
  276926,
  20190384,
  20190431,
  20476967,
  2754510,
  16627431,
  3406125,
  16846996,
  1227671,
  17661870,
  16985206,
  16818651,
  19513515,
  1648967,
  17182696,
  17445730,
  1209436,
  1209394,
  1648960,
  17316617,
  3413887,
  17315861,
  3141522,
  2588851,
  2160054,
  21821279,
  17624553,
  2801888,
  17720741,
  17661554,
  17745579,
  2725423,
  19215767,
  17105825,
  19099618,
  17743100,
  3074272,
  17445796,
  17445217,
  3141461,
  17661551,
  1227102,
  17661544,
  19513475,
  19168677
]"
1810,Brisket,"[
  19748339,
  2790262,
  17962228
]"
2421,Green Broccoli,"[
  20972232
]"
2472,Heavy Creams,"[
  3115336,
  3056300
]"
672,Frozen Beef,"[
  20957802,
  3039204
]"
1580,Facial Exfoliants,"[
  19210719,
  2899604
]"
2275,Peppermint,"[
  20594727,
  20550100
]"
49,Non-Alcoholic Beers,"[
  21367584
]"
1542,Combs & Brushes,"[
  2787187
]"
1219,Cashews,"[
  3340147,
  19160369,
  18628820,
  17003756,
  19849413,
  18628765,
  3276622,
  3313212,
  18301991,
  19479636
]"
22,American Double/Imperial Pilsner,"[
  17526309,
  16773910,
  2007114
]"
58,Cognac,"[
  17603120,
  16863548,
  16813021,
  282759,
  17464158,
  17576330
]"
1307,Pizza Crust,"[
  284375,
  18718073,
  2219439,
  491305
]"
1360,Yogurt Tubes & Pouches,"[
  16553535,
  3113102
]"
1123,Farro,"[
  17555868,
  16948690
]"
773,Turkey Meatball,"[
  21404713
]"
1376,Disinfectant Sprays,"[
  20336414
]"
3355,Poppy Seed Dressing,"[
  199484,
  20183478
]"
1190,Pretzels,"[
  87091,
  16757883,
  16409217,
  2620707,
  16752039,
  3110066,
  76289,
  76288,
  2601468,
  42724,
  43685,
  128092,
  21475224,
  1820441,
  16661139,
  2691217,
  7719,
  16726032
]"
1100,Elbow Pasta,"[
  311752,
  1147878,
  18318700,
  131577,
  19551615,
  17068343,
  16483728,
  3344408,
  17506583
]"
4382,Pain Relief Patches,"[
  16720179,
  19708246,
  21159170
]"
1348,Lactose-Free Milk,"[
  21127765,
  16753240,
  16408559,
  16853238,
  159592,
  2714665,
  262124,
  16643105
]"
1214,Jerky,"[
  21463127
]"
1171,Potato Chips,"[
  18820139,
  20952511,
  1844275,
  307560,
  16758550,
  16699715,
  20949511,
  137872,
  16704559,
  186644,
  16554247,
  16779911,
  76287,
  30879,
  20983768,
  16997277,
  158972,
  16758520,
  16757840,
  2618751,
  316642,
  16702966,
  20984446,
  16699817,
  16968988,
  19316408,
  1837169,
  20972289,
  18319605,
  16753901,
  20986052,
  20984405,
  18209895,
  21027442,
  17366619,
  19819021,
  16752640,
  16754987,
  294279,
  279249,
  20474648,
  16377523,
  20954802,
  18025601,
  1914357,
  16776074,
  16751360,
  295716,
  3110049,
  2620695,
  58637,
  20474858,
  27367,
  16331439,
  206643,
  2005449,
  18411383,
  16754643,
  20932467,
  87943,
  3317671,
  279006,
  16700986,
  20954860,
  16702812,
  21043855,
  20949550,
  16847494
]"
681,Frozen Peas,"[
  58729
]"
4197,Frozen Shrimp,"[
  3139710,
  92550,
  19032097,
  2819154,
  2487627,
  2601494,
  16975179,
  20986868,
  76963,
  16510112,
  76965
]"
2681,Educational Games,"[
  20801398
]"
241,Non-Alcoholic Wines,"[
  1510380
]"
4333,Throat Spray,"[
  17743846
]"
3209,Havarti,"[
  407860,
  279981,
  19688017,
  83265,
  72151,
  143794,
  271015,
  315734
]"
1046,Mayonnaise,"[
  71150,
  2587110,
  3137975,
  226813,
  71157,
  3296706,
  2812555,
  2272467,
  2272466,
  160156,
  16408886,
  41123,
  3247197,
  1626581,
  257498,
  16409199,
  3314398,
  227047,
  20853978,
  2004538,
  16468754,
  16979944,
  16411147,
  1377685
]"
848,All Purpose Flour,"[
  16291535,
  37774,
  16473381
]"
3353,Honey Mustard Dressing,"[
  71321
]"
3609,Other Dessert Breads and Loaves,"[
  2875737,
  3123857,
  28463
]"
953,Sugar Substitutes,"[
  21220450,
  21220470,
  2746282,
  34995,
  2625241,
  19920181,
  18695840,
  3303874,
  17081138,
  69485,
  16934877,
  2896651,
  20024735,
  171770,
  17081123,
  1170113,
  19796135,
  55186,
  134247,
  23997,
  56011,
  21241017,
  21241015,
  134248
]"
750,Pork Ribs,"[
  2690094
]"
971,Quick Oats,"[
  19735308,
  19594290,
  21944341,
  19208696,
  21678138,
  2696151
]"
665,Frozen Burritos,"[
  18113298,
  18251392,
  18113297,
  18258808,
  21681311,
  18113295,
  19909923
]"
1950,Chicken Bacon,"[
  21946444,
  21946607
]"
1222,Macadamia Nuts,"[
  20241909,
  134808,
  80508,
  3210969,
  80509,
  20530244
]"
1052,Peppers,"[
  17955271,
  257692
]"
1208,Freeze Dried Fruit,"[
  404517
]"
1056,Pickled Vegetables,"[
  82246,
  21665992,
  17472777,
  21665996,
  19231595,
  1374053,
  16910532
]"
427,D'Anjou Pears,"[
  20641261,
  2869719,
  2653246,
  20662655,
  18469746,
  3150830
]"
4191,Frozen Indian Meals,"[
  258147,
  48237,
  48235,
  48234
]"
3373,Other Jerky,"[
  16986376
]"
903,Coconut Oil,"[
  3213665,
  47352,
  290868,
  175368,
  158437,
  3229095,
  1374326,
  110471,
  19790080,
  79949,
  18106036,
  110468,
  20202587,
  1783242,
  16752231,
  110470
]"
1007,Canned Tuna,"[
  20984914,
  19661562,
  16409405,
  18812520,
  20190032,
  21111139,
  1913473,
  19421304,
  16880828,
  21532173,
  18551446,
  30072,
  22167209,
  17090487,
  16970303,
  3113978,
  19420739,
  70006,
  30994,
  30075,
  1232487,
  2612093,
  20997291,
  17090701,
  20269228,
  21833853,
  16762074,
  30076,
  17430297,
  20054338,
  30077,
  19478455,
  19658134,
  21111001,
  16545542
]"
1130,Sauces,"[
  18470595
]"
264,Lemon Juice,"[
  17487739,
  485209,
  55053
]"
3347,Italian Dressing,"[
  17987985,
  71367,
  267373,
  199493,
  20183517,
  20983600
]"
3124,Kidney Beans,"[
  222921
]"
1380,Glass Cleaners,"[
  3377175
]"
669,Frozen Poultry delete,"[
  16927625,
  113051,
  21240524
]"
4348,Vitamin B Supplements,"[
  163519,
  209161,
  91763,
  164169,
  1490103,
  19644097,
  305775,
  209738
]"
1427,Stain Removers,"[
  17445227,
  79103,
  16462558,
  16976515,
  79102,
  17313951,
  19485817,
  70750,
  11601
]"
2210,Lavender,"[
  308706
]"
